attack,alpha,seed,active_frac,gate_mean,final_loss,mse,psnr,corr
inverting_gradients,1.0,1,1.0,0.2340393215417862,0.00013351428788155317,0.22016294300556183,-0.7569227957189955,0.5753730535507202
dlg,1.0,2,0.0,0.0,0.7448099851608276,6.620182380681154e+19,-205.65966895281346,0.11967755854129791
idlg,1.0,2,0.6933460831642151,0.12607327103614807,0.18904250860214233,416.41552734375,-33.646238563708195,0.09628219902515411
inverting_gradients,1.0,2,0.9963860511779785,0.20405669510364532,0.06289451569318771,3.5757334232330322,-12.984620751821506,0.20848000049591064
dlg,1.0,3,0.9959608912467957,0.21329648792743683,0.0966014713048935,1.803325891494751,-9.98101929181814,0.2134518176317215
idlg,1.0,3,0.0,0.0,2.6831414699554443,7531584815104.0,-136.1891408216603,-0.025633318349719048
inverting_gradients,1.0,3,1.0,0.22478696703910828,0.003209766699001193,0.32201308012008667,-2.499012240340542,0.4572813808917999
dlg,1.0,4,1.0,0.2245352566242218,0.02657908946275711,0.758660614490509,-6.1001074393448596,0.39233529567718506
idlg,1.0,4,0.0,2.4350813032647523e-11,2.2242491245269775,17838417920.0,-109.81319539875767,-0.084786556661129
inverting_gradients,1.0,4,1.0,0.2301851361989975,0.001228040549904108,0.32733702659606934,-2.4495833861144907,0.5298050045967102
dlg,1.0,5,0.0,0.0,0.3076254725456238,5.208989250585887e+17,-184.52707027484027,0.19705070555210114
idlg,1.0,5,0.11798468977212906,0.01218031533062458,0.059083014726638794,4210.67529296875,-43.60305318281909,0.03764531761407852
inverting_gradients,1.0,5,0.9972363710403442,0.20000450313091278,0.030587587505578995,2.9608054161071777,-12.07363432801361,0.2629351317882538
dlg,1.0,6,0.0,0.0,0.8611758947372437,101393499160576.0,-147.41963677392152,-0.013326822780072689
idlg,1.0,6,0.9624786972999573,0.20760135352611542,0.16949796676635742,22.13701820373535,-20.81072688466737,0.202214315533638
inverting_gradients,1.0,6,1.0,0.22492928802967072,0.009905845858156681,0.588810384273529,-5.0592902689698676,0.44711247086524963
dlg,1.0,7,0.0,0.0,0.7820560336112976,606776068145152.0,-155.28125384658256,-0.0008433156181126833
idlg,1.0,7,0.9849064350128174,0.2079857587814331,0.03950309753417969,5.280247688293457,-14.677512363118625,0.15507915616035461
inverting_gradients,1.0,7,1.0,0.22737640142440796,0.00023815472377464175,0.2142271101474762,-0.7597137056010878,0.5624819397926331
dlg,1.0,8,0.9979804158210754,0.2130507528781891,0.07154795527458191,1.9267741441726685,-10.26858520790685,0.23262183368206024
idlg,1.0,8,0.9806547164916992,0.20446301996707916,0.16595080494880676,5.267466068267822,-14.636294576771414,0.12998978793621063
inverting_gradients,1.0,8,1.0,0.21839261054992676,0.01052205078303814,0.9315706491470337,-7.112435078360054,0.2911660969257355
dlg,1.0,9,0.01711309514939785,0.0012661517830565572,1.5097118616104126,117831.328125,-58.01223978298535,-0.06818124651908875
idlg,1.0,9,0.04071003198623657,0.004247072618454695,1.2206372022628784,114116.7578125,-57.8731262983704,0.019344449043273926
inverting_gradients,1.0,9,0.9996811151504517,0.22593678534030914,0.011555923148989677,0.7810839414596558,-6.226609145854631,0.3516286015510559
dlg,1.0,10,0.9891581535339355,0.20562465488910675,0.08029864728450775,3.5887606143951416,-12.87892547600045,0.25646185874938965
idlg,1.0,10,0.032631803303956985,0.0035685733892023563,0.8066775798797607,84177.625,-56.581447259266476,-0.08062610030174255
inverting_gradients,1.0,10,1.0,0.22549320757389069,0.003333499887958169,0.46156319975852966,-3.97179233000732,0.47172048687934875
dlg,1.0,11,1.0,0.2324620485305786,0.002928660251200199,0.25558239221572876,-1.3158527944449099,0.56705242395401
idlg,1.0,11,0.7696641087532043,0.14057432115077972,0.31024599075317383,226.43124389648438,-30.789907010420418,0.14389540255069733
inverting_gradients,1.0,11,0.9995747804641724,0.22713299095630646,0.0077204215340316296,0.8875964283943176,-6.722698946892046,0.37497520446777344
dlg,1.0,12,1.0,0.22485403716564178,0.024896953254938126,0.41944339871406555,-3.6165338319538094,0.4497988522052765
