image_h,image_w,kernel_name,target_name,alpha,c,activation,noise_std,tv_lambda,tikhonov_lambda,optimizer,init_mode,seed,time_sec,loss_init,loss_final,grad_init,grad_final,output_mse_final,output_binary_acc_final,output_iou_final,input_psnr_final,input_ssim_final,active_grad_frac_final,saturation_frac_final,rel_loss_reduction,num_iters_recorded,snr_db
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1778279410038923,0.0,0.0,adam,random,2,47.59459137916565,867.746492118156,449.75401063945026,26.362999678148775,16.91402009988135,0.10980322525377204,0.941650390625,0.8900138057984354,3.9445783344230834,0.006365914668645322,1.0,0.0,0.4816988432397951,600,15.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1778279410038923,0.0,0.0,adam,random,3,48.19012427330017,865.6998908102787,449.7539758393839,26.393006148045007,16.914016958491253,0.10980321675766208,0.941650390625,0.8900138057984354,3.9435972941948965,0.006394244519923463,1.0,0.0,0.4804735675565089,600,15.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1778279410038923,0.0,0.0,adam,random,4,47.575953245162964,858.3161388490576,449.7539954010456,26.1195585745383,16.913997954643374,0.1098032215334584,0.941650390625,0.8900138057984354,3.943465925065503,0.00611386294717292,1.0,0.0,0.4760042657427664,600,15.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1778279410038923,0.0,0.0,adam,random,5,46.28714036941528,866.6352293846825,449.753782832277,26.389983656974792,16.91401051892705,0.10980316963678638,0.94189453125,0.8904739990796134,3.943209178426417,0.0063954794624525415,1.0,0.0,0.48103450265735725,600,15.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1778279410038923,0.0,0.0,adam,random,6,48.704254150390625,852.1967240818469,449.75409603353523,26.144918162305782,16.913996323710517,0.10980324610193731,0.942138671875,0.8909341923607915,3.9439411957703685,0.0062568358043814986,1.0,0.0,0.47224146335683426,600,15.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1778279410038923,0.0,0.0,adam,random,7,46.377909660339355,876.4981884505468,449.75407495845667,26.68327785938375,16.91392345636097,0.10980324095665446,0.941650390625,0.8900138057984354,3.94259477288542,0.006151014380598199,1.0,0.0,0.4868739252575963,600,15.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,0,46.67386317253113,948.9893672956086,519.2423018952707,27.202362042407803,18.758385592242835,0.12676814011115006,0.9794921875,0.9597508385241974,4.121777785756167,0.005568053896255726,1.0,0.0,0.45284708154846215,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,1,47.4366512298584,932.5029403438368,519.2420879741942,26.818225773348065,18.75839420567536,0.12676808788432475,0.9794921875,0.9597508385241974,4.1254409337413485,0.006161651615946608,1.0,0.0,0.44317377939555147,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,2,46.944448709487915,952.1578929389002,519.2418616925229,27.561089515676425,18.75827199238139,0.1267680326397761,0.9794921875,0.9597508385241974,4.120498347910032,0.005314375771840139,1.0,0.0,0.4546683217739786,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,3,47.9736704826355,951.3511365366783,519.2425876014788,27.604937374374828,18.758331562970508,0.1267682098636423,0.9794921875,0.9597508385241974,4.121667900786335,0.005711131650776964,1.0,0.0,0.4542051113832248,600,20.0
