layer,mean_abs_gamma,mean_abs_beta,activation,optimizer,seed,epoch
stages.2.bn1,1.063106894493103,0.17532892525196075,mish,adamw,1,24
stages.2.bn2,1.0419613122940063,0.19976067543029785,mish,adamw,1,24
stages.2.shortcut.1,0.9594259262084961,0.19976067543029785,mish,adamw,1,24
stages.3.bn1,1.0925174951553345,0.305988073348999,mish,adamw,1,24
stages.3.bn2,1.0133721828460693,0.22431720793247223,mish,adamw,1,24
stages.4.bn1,1.0737489461898804,0.29241883754730225,mish,adamw,1,24
stages.4.bn2,1.06906259059906,0.23310443758964539,mish,adamw,1,24
stages.4.shortcut.1,0.9520900845527649,0.23310443758964539,mish,adamw,1,24
stages.5.bn1,1.089876651763916,0.3345334529876709,mish,adamw,1,24
stages.5.bn2,0.9594115018844604,0.2572018504142761,mish,adamw,1,24
stages.6.bn1,1.0384252071380615,0.21327105164527893,mish,adamw,1,24
stages.6.bn2,1.0292034149169922,0.09576790034770966,mish,adamw,1,24
stages.6.shortcut.1,1.000110149383545,0.09576790034770966,mish,adamw,1,24
stages.7.bn1,1.0088800191879272,0.12331445515155792,mish,adamw,1,24
stages.7.bn2,0.9311956167221069,0.08585117757320404,mish,adamw,1,24
stem_bn,1.0084178447723389,0.03365495055913925,mish,adamw,2,0
stages.0.bn1,1.013292908668518,0.021870426833629608,mish,adamw,2,0
stages.0.bn2,1.0091638565063477,0.021055012941360474,mish,adamw,2,0
stages.1.bn1,1.0111002922058105,0.019467702135443687,mish,adamw,2,0
stages.1.bn2,0.992965579032898,0.028803054243326187,mish,adamw,2,0
stages.2.bn1,1.0065593719482422,0.0168309286236763,mish,adamw,2,0
stages.2.bn2,1.0009400844573975,0.015695903450250626,mish,adamw,2,0
stages.2.shortcut.1,1.018387794494629,0.015695903450250626,mish,adamw,2,0
stages.3.bn1,1.00323486328125,0.012934267520904541,mish,adamw,2,0
stages.3.bn2,0.9794241189956665,0.01644638180732727,mish,adamw,2,0
stages.4.bn1,1.0015637874603271,0.013205463998019695,mish,adamw,2,0
stages.4.bn2,0.9992172718048096,0.011570443399250507,mish,adamw,2,0
stages.4.shortcut.1,1.021378517150879,0.011570443399250507,mish,adamw,2,0
stages.5.bn1,1.0016484260559082,0.011311212554574013,mish,adamw,2,0
stages.5.bn2,0.9786871075630188,0.016369815915822983,mish,adamw,2,0
stages.6.bn1,1.0018646717071533,0.009951653890311718,mish,adamw,2,0
stages.6.bn2,0.9844948053359985,0.01389261707663536,mish,adamw,2,0
stages.6.shortcut.1,0.9984700679779053,0.01389261707663536,mish,adamw,2,0
stages.7.bn1,0.9978824853897095,0.013751816935837269,mish,adamw,2,0
stages.7.bn2,0.9827576279640198,0.015422330237925053,mish,adamw,2,0
stem_bn,0.9919050931930542,0.10889919102191925,mish,adamw,2,6
stages.0.bn1,1.0693886280059814,0.10622528195381165,mish,adamw,2,6
stages.0.bn2,1.0474523305892944,0.11152341961860657,mish,adamw,2,6
stages.1.bn1,1.0847299098968506,0.15121130645275116,mish,adamw,2,6
stages.1.bn2,1.024867057800293,0.18861982226371765,mish,adamw,2,6
stages.2.bn1,1.0412036180496216,0.12609094381332397,mish,adamw,2,6
stages.2.bn2,1.039151668548584,0.13035622239112854,mish,adamw,2,6
stages.2.shortcut.1,1.0038959980010986,0.13035622239112854,mish,adamw,2,6
stages.3.bn1,1.045607089996338,0.17507785558700562,mish,adamw,2,6
stages.3.bn2,0.9616410732269287,0.1511605679988861,mish,adamw,2,6
stages.4.bn1,1.0416758060455322,0.16289837658405304,mish,adamw,2,6
stages.4.bn2,1.03761625289917,0.1366700679063797,mish,adamw,2,6
stages.4.shortcut.1,1.0117422342300415,0.1366700679063797,mish,adamw,2,6
stages.5.bn1,1.0511454343795776,0.17536279559135437,mish,adamw,2,6
stages.5.bn2,0.9493592977523804,0.1592865288257599,mish,adamw,2,6
stages.6.bn1,1.0218844413757324,0.12477531284093857,mish,adamw,2,6
stages.6.bn2,0.9932012557983398,0.06617037206888199,mish,adamw,2,6
stages.6.shortcut.1,0.9986637234687805,0.06617037206888199,mish,adamw,2,6
stages.7.bn1,1.0105211734771729,0.06414900720119476,mish,adamw,2,6
stages.7.bn2,0.9415102601051331,0.06567296385765076,mish,adamw,2,6
stem_bn,0.9807153940200806,0.13461828231811523,mish,adamw,2,12
stages.0.bn1,1.0888328552246094,0.14218735694885254,mish,adamw,2,12
stages.0.bn2,1.0578851699829102,0.14464175701141357,mish,adamw,2,12
stages.1.bn1,1.112666130065918,0.2183721959590912,mish,adamw,2,12
stages.1.bn2,1.0418522357940674,0.24613603949546814,mish,adamw,2,12
stages.2.bn1,1.0542607307434082,0.17786309123039246,mish,adamw,2,12
stages.2.bn2,1.051567554473877,0.18258483707904816,mish,adamw,2,12
stages.2.shortcut.1,0.9828082323074341,0.18258483707904816,mish,adamw,2,12
stages.3.bn1,1.067674994468689,0.262043297290802,mish,adamw,2,12
stages.3.bn2,0.9686922430992126,0.211268812417984,mish,adamw,2,12
stages.4.bn1,1.0625195503234863,0.24301543831825256,mish,adamw,2,12
stages.4.bn2,1.0512746572494507,0.2120167315006256,mish,adamw,2,12
stages.4.shortcut.1,0.9805631637573242,0.2120167315006256,mish,adamw,2,12
stages.5.bn1,1.0748717784881592,0.2879903316497803,mish,adamw,2,12
stages.5.bn2,0.960492730140686,0.23232272267341614,mish,adamw,2,12
stages.6.bn1,1.0325534343719482,0.1925312578678131,mish,adamw,2,12
stages.6.bn2,1.0154292583465576,0.08887775242328644,mish,adamw,2,12
stages.6.shortcut.1,0.9969322681427002,0.08887775242328644,mish,adamw,2,12
stages.7.bn1,1.0121006965637207,0.08903837203979492,mish,adamw,2,12
stages.7.bn2,0.9250130653381348,0.08592797815799713,mish,adamw,2,12
stem_bn,0.9786822199821472,0.13880778849124908,mish,adamw,2,18
stages.0.bn1,1.0955004692077637,0.1526344120502472,mish,adamw,2,18
stages.0.bn2,1.06255304813385,0.15294337272644043,mish,adamw,2,18
stages.1.bn1,1.1210414171218872,0.23749613761901855,mish,adamw,2,18
stages.1.bn2,1.0486102104187012,0.25618135929107666,mish,adamw,2,18
stages.2.bn1,1.0585695505142212,0.1943747103214264,mish,adamw,2,18
stages.2.bn2,1.0563111305236816,0.19568637013435364,mish,adamw,2,18
stages.2.shortcut.1,0.9707823991775513,0.19568637013435364,mish,adamw,2,18
stages.3.bn1,1.0750104188919067,0.28659874200820923,mish,adamw,2,18
stages.3.bn2,0.9762274026870728,0.2242135852575302,mish,adamw,2,18
stages.4.bn1,1.069385051727295,0.26566147804260254,mish,adamw,2,18
stages.4.bn2,1.0560420751571655,0.23570959270000458,mish,adamw,2,18
stages.4.shortcut.1,0.9648116827011108,0.23570959270000458,mish,adamw,2,18
stages.5.bn1,1.0835481882095337,0.3240225315093994,mish,adamw,2,18
stages.5.bn2,0.9708251357078552,0.25269997119903564,mish,adamw,2,18
stages.6.bn1,1.036876916885376,0.214461088180542,mish,adamw,2,18
stages.6.bn2,1.0343247652053833,0.09026428312063217,mish,adamw,2,18
stages.6.shortcut.1,1.0016586780548096,0.09026428312063217,mish,adamw,2,18
stages.7.bn1,1.0059819221496582,0.09785714745521545,mish,adamw,2,18
stages.7.bn2,0.9273661971092224,0.08649224787950516,mish,adamw,2,18
stem_bn,0.9786399602890015,0.13848979771137238,mish,adamw,2,24
stages.0.bn1,1.0960605144500732,0.15300127863883972,mish,adamw,2,24
stages.0.bn2,1.063027262687683,0.1533990055322647,mish,adamw,2,24
stages.1.bn1,1.1219687461853027,0.23911429941654205,mish,adamw,2,24
stages.1.bn2,1.0493329763412476,0.25627464056015015,mish,adamw,2,24
stages.2.bn1,1.058990716934204,0.19529257714748383,mish,adamw,2,24
stages.2.bn2,1.0567190647125244,0.19703316688537598,mish,adamw,2,24
stages.2.shortcut.1,0.9687857627868652,0.19703316688537598,mish,adamw,2,24
stages.3.bn1,1.0757324695587158,0.2887371778488159,mish,adamw,2,24
stages.3.bn2,0.977782130241394,0.2248735874891281,mish,adamw,2,24
stages.4.bn1,1.0701310634613037,0.26743265986442566,mish,adamw,2,24
stages.4.bn2,1.056788444519043,0.23797962069511414,mish,adamw,2,24
stages.4.shortcut.1,0.9618306756019592,0.23797962069511414,mish,adamw,2,24
stages.5.bn1,1.0848487615585327,0.32768672704696655,mish,adamw,2,24
stages.5.bn2,0.9733877182006836,0.25378525257110596,mish,adamw,2,24
stages.6.bn1,1.0375425815582275,0.21684761345386505,mish,adamw,2,24
stages.6.bn2,1.0386217832565308,0.08917418867349625,mish,adamw,2,24
stages.6.shortcut.1,1.0026514530181885,0.08917418867349625,mish,adamw,2,24
stages.7.bn1,1.0035613775253296,0.1007435992360115,mish,adamw,2,24
stages.7.bn2,0.9307076930999756,0.08519430458545685,mish,adamw,2,24
