arch,activation,optimizer,dataset,seed,epoch,train_acc,test_loss,test_acc,lr,epoch_time,mean_active_frac,mean_effective_rank
resnet50,mish,sgd,places365_subset,0,17,0.25858094262295084,3.422889839067851,0.22232876712328767,0.018128800512565515,181.2095787525177,0.9997663607402724,53.74757027139469
resnet50,mish,sgd,places365_subset,0,18,0.2701624707259953,3.3737920306480094,0.23671232876712328,0.013551568628929436,181.25668287277222,0.9997642733612839,53.45718259227519
resnet50,mish,sgd,places365_subset,0,19,0.2844884367681499,3.2805995073710403,0.2563013698630137,0.009549150281252635,181.17484283447266,0.9997620363624729,53.73102865413744
resnet50,mish,sgd,places365_subset,0,20,0.29925351288056207,3.2507528352084227,0.25972602739726025,0.006184665997806822,181.20075249671936,0.9997589466523151,53.470964237135284
resnet50,mish,sgd,places365_subset,0,21,0.31118266978922715,3.1998238634083367,0.26684931506849313,0.003511175705587433,193.80000257492065,0.999760091304779,53.62964731333207
resnet50,mish,sgd,places365_subset,0,22,0.3256001170960187,3.142867761899347,0.276986301369863,0.001570841943568452,190.99242496490479,0.9997587739204874,53.86456820429588
resnet50,mish,sgd,places365_subset,0,23,0.33430913348946134,3.1233553617294523,0.2827397260273973,0.00039426493427611184,181.21055054664612,0.9997600025060226,53.8068445166763
resnet50,mish,sgd,places365_subset,0,24,0.33879171545667447,3.105202937714041,0.2823287671232877,0.0,181.20087051391602,0.9997596582587884,53.510697111791494
resnet50,mish,sgd,places365_subset,1,0,0.006989168618266979,5.496038885247217,0.011643835616438357,0.0996057350657239,181.0294406414032,0.994723262835522,32.50191509480379
resnet50,mish,sgd,places365_subset,1,1,0.022156762295081966,5.144467447359268,0.02945205479452055,0.09842915805643156,180.99437713623047,0.9963152676212544,40.60595584402279
resnet50,mish,sgd,places365_subset,1,2,0.03973946135831382,4.9692474448844175,0.046712328767123286,0.09648882429441258,181.04123449325562,0.997672192904414,46.028350032105735
resnet50,mish,sgd,places365_subset,1,3,0.0625365925058548,4.547829907561002,0.0763013698630137,0.09381533400219319,181.97244811058044,0.9982419305918168,50.84147515588877
resnet50,mish,sgd,places365_subset,1,4,0.09018223067915691,4.399887360873287,0.09712328767123288,0.0904508497187474,240.66273093223572,0.998817646990017,53.69084031241281
resnet50,mish,sgd,places365_subset,1,5,0.1130525468384075,4.220820567509899,0.10917808219178082,0.0864484313710706,181.08863711357117,0.9992244778847208,55.15029638640735
resnet50,mish,sgd,places365_subset,1,6,0.13619730679156908,4.057891653400578,0.1352054794520548,0.0818711994874345,181.21827816963196,0.9994503405629372,56.541299236064056
resnet50,mish,sgd,places365_subset,1,7,0.15540837236533958,4.028191043383455,0.13575342465753423,0.07679133974894983,181.21434020996094,0.9996135015876926,56.629196789799906
resnet50,mish,sgd,places365_subset,1,8,0.17686987704918034,3.868523919092466,0.15657534246575341,0.07128896457825364,181.14734292030334,0.9996806930522529,56.70160534917092
resnet50,mish,sgd,places365_subset,1,9,0.19357435597189696,3.9242915156116225,0.15698630136986302,0.06545084971874737,181.1762387752533,0.9997056686148351,56.81896536690848
resnet50,mish,sgd,places365_subset,1,10,0.20548521662763466,3.6430800012039812,0.1941095890410959,0.05936906572928624,181.1477620601654,0.9997149632901562,57.142051580000896
resnet50,mish,sgd,places365_subset,1,11,0.21968310889929743,3.575706059704088,0.19835616438356166,0.05313952597646568,181.18370413780212,0.9997254391105808,57.198649192342955
resnet50,mish,sgd,places365_subset,1,12,0.2336065573770492,3.553260226315015,0.2026027397260274,0.04686047402353434,181.19992470741272,0.999720320409658,57.245706986407846
resnet50,mish,sgd,places365_subset,1,13,0.24849970725995316,3.4408581710188355,0.21958904109589042,0.04063093427071378,181.19269156455994,0.9997168280640427,57.407679421561106
resnet50,mish,sgd,places365_subset,1,14,0.2628256733021077,3.374115052941727,0.23575342465753424,0.03454915028125265,181.15121507644653,0.9997166005932555,57.23086174166932
resnet50,mish,sgd,places365_subset,1,15,0.27440720140515223,3.3474920319857664,0.23657534246575343,0.02871103542174637,181.19902062416077,0.9997083289282662,57.488743606878785
resnet50,mish,sgd,places365_subset,1,16,0.2906359777517564,3.231470127889555,0.2582191780821918,0.02320866025105016,181.15782570838928,0.9997037491019891,57.27921232885244
resnet50,mish,sgd,places365_subset,1,17,0.30326039227166274,3.19966091208262,0.26246575342465756,0.018128800512565515,181.1717345714569,0.9997001570098254,57.16101626960599
resnet50,mish,sgd,places365_subset,1,18,0.3233496779859485,3.1362445026554475,0.27013698630136984,0.013551568628929436,181.1775484085083,0.9997006569589887,57.529616141805846
resnet50,mish,sgd,places365_subset,1,19,0.33730971896955503,3.042487621568654,0.2847945205479452,0.009549150281252635,181.21934032440186,0.9996994016121845,57.76885729419942
resnet50,mish,sgd,places365_subset,1,20,0.35319086651053866,2.991898552881528,0.2952054794520548,0.006184665997806822,181.18655824661255,0.9996962535138033,57.64690243467993
resnet50,mish,sgd,places365_subset,1,21,0.36775468384074944,2.923177841395548,0.3152054794520548,0.003511175705587433,181.69854474067688,0.9996978956825879,57.685275252984496
resnet50,mish,sgd,places365_subset,1,22,0.38460553278688525,2.8832348758227204,0.31972602739726025,0.001570841943568452,181.23153972625732,0.9996990208723107,57.753153586874205
resnet50,mish,sgd,places365_subset,1,23,0.39651639344262296,2.847648545356646,0.3256164383561644,0.00039426493427611184,181.23760986328125,0.9996980988249486,57.77516322233239
resnet50,mish,sgd,places365_subset,1,24,0.4024443793911007,2.8318591141374143,0.3265753424657534,0.0,187.2854197025299,0.9996990646634784,57.77218277600347
