arch,seed,layer_idx,n_layers,layer_name,active_frac,gate_mean,grad_norm,grad_sparsity,grad_entropy,effective_rank,stable_rank
resnet18,15,0,9,relu,0.9937439560890198,0.9937439560890198,0.7459995746612549,0.8525543212890625,,7.613712310791016,2.4851598739624023
resnet18,15,1,9,layer1.0.relu,0.49962615966796875,0.49962615966796875,0.6386922597885132,0.07091522216796875,11.436054229736328,6.254835605621338,1.3114416599273682
resnet18,15,2,9,layer1.1.relu,0.49735260009765625,0.49735260009765625,0.4518912434577942,0.0709991455078125,11.436514854431152,6.557713508605957,1.4080277681350708
resnet18,15,3,9,layer2.0.relu,0.501129150390625,0.501129150390625,0.40369823575019836,0.052337646484375,10.76308822631836,7.410725116729736,2.058626174926758
resnet18,15,4,9,layer2.1.relu,0.4994354248046875,0.4994354248046875,0.3040730357170105,0.0526275634765625,10.76346206665039,7.226269245147705,1.829860806465149
resnet18,15,5,9,layer3.0.relu,0.5023193359375,0.5023193359375,0.24128879606723785,0.044281005859375,10.093643188476562,7.382422924041748,2.040018320083618
resnet18,15,6,9,layer3.1.relu,0.500274658203125,0.500274658203125,0.19119620323181152,0.050079345703125,10.095399856567383,7.155447959899902,1.7660220861434937
resnet18,15,7,9,layer4.0.relu,0.50244140625,0.50244140625,0.15483668446540833,0.03314208984375,9.416919708251953,7.415693283081055,2.086841106414795
resnet18,15,8,9,layer4.1.relu,0.5035400390625,0.5035400390625,0.12503214180469513,0.03717041015625,9.413379669189453,7.158716678619385,1.7654236555099487
resnet18,16,0,9,relu,0.9931479096412659,0.9931479096412659,0.7153483033180237,0.851959228515625,,7.639195442199707,2.552971124649048
resnet18,16,1,9,layer1.0.relu,0.496002197265625,0.496002197265625,0.6227606534957886,0.07682037353515625,11.43355941772461,6.286999225616455,1.3217689990997314
resnet18,16,2,9,layer1.1.relu,0.5013351440429688,0.5013351440429688,0.4260605275630951,0.070465087890625,11.43580436706543,6.515366554260254,1.3950421810150146
resnet18,16,3,9,layer2.0.relu,0.5006103515625,0.5006103515625,0.38706934452056885,0.0566864013671875,10.76368522644043,7.459497928619385,2.138965606689453
resnet18,16,4,9,layer2.1.relu,0.5001068115234375,0.5001068115234375,0.2905574142932892,0.05303955078125,10.762893676757812,7.206394195556641,1.8185036182403564
resnet18,16,5,9,layer3.0.relu,0.5018310546875,0.5018310546875,0.2357790321111679,0.04449462890625,10.095709800720215,7.407414436340332,2.1041500568389893
resnet18,16,6,9,layer3.1.relu,0.49761962890625,0.49761962890625,0.1882893145084381,0.0426025390625,10.095602035522461,7.190241813659668,1.7947261333465576
resnet18,16,7,9,layer4.0.relu,0.5001220703125,0.5001220703125,0.1544611006975174,0.03741455078125,9.418201446533203,7.3725810050964355,2.0314958095550537
resnet18,16,8,9,layer4.1.relu,0.5015869140625,0.5015869140625,0.12337151914834976,0.03021240234375,9.415218353271484,7.1007399559021,1.716339349746704
resnet18,17,0,9,relu,0.9942909479141235,0.9942909479141235,0.7182571291923523,0.8518695831298828,,7.603907108306885,2.453465223312378
resnet18,17,1,9,layer1.0.relu,0.4991607666015625,0.4991607666015625,0.6400377154350281,0.063873291015625,11.436461448669434,6.204606056213379,1.2997655868530273
resnet18,17,2,9,layer1.1.relu,0.4991912841796875,0.4991912841796875,0.4404080808162689,0.05748748779296875,11.43383502960205,6.486480236053467,1.3823930025100708
resnet18,17,3,9,layer2.0.relu,0.498687744140625,0.498687744140625,0.38637542724609375,0.0555267333984375,10.767293930053711,7.316137790679932,1.9489500522613525
resnet18,17,4,9,layer2.1.relu,0.5006256103515625,0.5006256103515625,0.2952381670475006,0.0549774169921875,10.767330169677734,7.214426040649414,1.813267707824707
resnet18,17,5,9,layer3.0.relu,0.498809814453125,0.498809814453125,0.23461703956127167,0.0501708984375,10.096343994140625,7.461908340454102,2.1505658626556396
resnet18,17,6,9,layer3.1.relu,0.499481201171875,0.499481201171875,0.18954849243164062,0.04229736328125,10.089567184448242,7.125693321228027,1.7381671667099
resnet18,17,7,9,layer4.0.relu,0.49737548828125,0.49737548828125,0.15408235788345337,0.0322265625,9.415580749511719,7.406546115875244,2.069220542907715
resnet18,17,8,9,layer4.1.relu,0.50238037109375,0.50238037109375,0.1201229989528656,0.03814697265625,9.413822174072266,7.160404682159424,1.762553095817566
resnet18,18,0,9,relu,0.9941376447677612,0.9941376447677612,0.7153536677360535,0.8553905487060547,,7.584202766418457,2.414163827896118
resnet18,18,1,9,layer1.0.relu,0.49747467041015625,0.49747467041015625,0.6262997388839722,0.067657470703125,11.427925109863281,6.298896789550781,1.3242098093032837
resnet18,18,2,9,layer1.1.relu,0.5004348754882812,0.5004348754882812,0.4261525869369507,0.08156585693359375,11.429521560668945,6.545371055603027,1.4065059423446655
resnet18,18,3,9,layer2.0.relu,0.500885009765625,0.500885009765625,0.3863146901130676,0.05596923828125,10.754602432250977,7.360053062438965,2.001154899597168
resnet18,18,4,9,layer2.1.relu,0.4980010986328125,0.4980010986328125,0.2903267443180084,0.0714111328125,10.75772476196289,7.152334213256836,1.7614012956619263
resnet18,18,5,9,layer3.0.relu,0.499969482421875,0.499969482421875,0.23799407482147217,0.04644775390625,10.090734481811523,7.4341020584106445,2.0990519523620605
resnet18,18,6,9,layer3.1.relu,0.500213623046875,0.500213623046875,0.1874018907546997,0.04754638671875,10.082072257995605,7.133242607116699,1.7376750707626343
resnet18,18,7,9,layer4.0.relu,0.4981689453125,0.4981689453125,0.14818601310253143,0.035400390625,9.40312385559082,7.431507110595703,2.1063392162323
resnet18,18,8,9,layer4.1.relu,0.49786376953125,0.49786376953125,0.12338409572839737,0.0372314453125,9.408943176269531,7.193807601928711,1.7927438020706177
resnet18,19,0,9,relu,0.9945893287658691,0.9945893287658691,0.7257286906242371,0.8522205352783203,,7.592070579528809,2.425922393798828
resnet18,19,1,9,layer1.0.relu,0.5006637573242188,0.5006637573242188,0.6307576894760132,0.07134246826171875,11.430621147155762,6.305986404418945,1.3261075019836426
resnet18,19,2,9,layer1.1.relu,0.50042724609375,0.50042724609375,0.42674943804740906,0.0622406005859375,11.432226181030273,6.580626487731934,1.417124629020691
resnet18,19,3,9,layer2.0.relu,0.5011138916015625,0.5011138916015625,0.391650527715683,0.0518646240234375,10.759786605834961,7.433070182800293,2.0906782150268555
